gbifID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship
2365686376,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686375,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365686373,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365686370,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686369,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
2365686367,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686366,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365686364,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686362,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686360,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686359,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686358,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686356,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365686355,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365686354,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365686353,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686347,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365686346,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686343,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686340,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686339,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686338,Animalia,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,Hyperiodrilus africanus,,SPECIES,"Hyperiodrilus africanus Beddard, 1891",Hyperiodrilus africanus,
2365686337,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686336,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686332,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,Righiodrilus tocantinensis,,SPECIES,"Righiodrilus tocantinensis (Righi, 1972)",Righiodrilus tocantinensis,
2365686331,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686330,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686328,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,,,GENUS,"Sigambra Müller, 1858",Sigambra,
2365686325,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365686324,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686320,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686318,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686317,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686316,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686311,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686308,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365686307,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365686304,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365686303,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686200,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,,,GENUS,"Sigambra Müller, 1858",Sigambra,
2365686199,Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,,,GENUS,"Aphrodita Linnaeus, 1758",Aphrodita,
2365686198,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686193,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365686192,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686191,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686190,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365686189,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365686187,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,Benhamia affinis,,SPECIES,"Dichogaster affinis (Michaelsen, 1890)",Dichogaster affinis,
2365686184,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365686180,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686177,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365686175,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686174,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686173,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686171,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686165,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686160,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686158,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,,,GENUS,"Sigambra Müller, 1858",Sigambra,
2365686157,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365686154,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686151,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365686149,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365686148,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365686145,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686144,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365686139,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686135,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686133,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365686132,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,,,GENUS,"Sigambra Müller, 1858",Sigambra,
2365686129,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686128,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686125,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686124,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686123,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686117,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686116,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686115,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365686113,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365686111,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365686110,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365686106,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Laeonereis,Laeonereis culveri,,SPECIES,"Laeonereis culveri (Webster, 1879)",Laeonereis culveri,
2365686105,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686103,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365686100,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,,,GENUS,"Neanthes Kinberg, 1865",Neanthes,
2365686098,Animalia,Annelida,Polychaeta,Sabellida,Sabellariidae,Phragmatopoma,Phragmatopoma caudata,,SPECIES,"Phragmatopoma caudata Krøyer, 1863",Phragmatopoma caudata,
2365686094,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686088,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365686087,Animalia,Annelida,Polychaeta,Sabellida,Sabellariidae,Phragmatopoma,Phragmatopoma caudata,,SPECIES,"Phragmatopoma caudata Krøyer, 1863",Phragmatopoma caudata,
2365686085,Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,,GENUS,"Heteromastus Eisig, 1887",Heteromastus,
2365686083,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Awa,
2365686081,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686079,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686078,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686077,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686076,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686074,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686070,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Namalycastis,,,GENUS,"Namalycastis Hartman, 1959",Namalycastis,
2365686066,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686065,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365686061,Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,,,GENUS,"Aphrodita Linnaeus, 1758",Aphrodita,
2365686058,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686056,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686052,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686049,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686044,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686040,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686036,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365686034,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys fluviatilis,,SPECIES,"Nephtys fluviatilis Monro, 1937",Nephtys fluviatilis,
2365686023,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365686021,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,,GENUS,"Capitella Blainville, 1828",Capitella,
2365686020,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686019,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686018,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686016,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686010,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365686006,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365686000,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex,
2365685996,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685995,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685991,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685989,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685987,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Benhamia,Benhamia affinis,,SPECIES,"Dichogaster affinis (Michaelsen, 1890)",Dichogaster affinis,
2365685986,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685984,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685982,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,Righiodrilus tocantinensis,,SPECIES,"Righiodrilus tocantinensis (Righi, 1972)",Righiodrilus tocantinensis,
2365685978,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,Righiodrilus tocantinensis,,SPECIES,"Righiodrilus tocantinensis (Righi, 1972)",Righiodrilus tocantinensis,
2365685977,Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,GENUS,"Notomastus M.Sars, 1851",Notomastus,
2365685974,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,,SPECIES,"Dichogaster bolaui (Michaelsen, 1891)",Dichogaster bolaui,
2365685973,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685971,Animalia,Annelida,Polychaeta,,Capitellidae,Heteromastus,,,GENUS,"Heteromastus Eisig, 1887",Heteromastus,
2365685967,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685963,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Awa,
2365685962,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365685961,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685960,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685959,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685953,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685948,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,,,GENUS,"Neanthes Kinberg, 1865",Neanthes,
2365685947,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685946,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,,,GENUS,"Nereis Linnaeus, 1758",Nereis,
2365685944,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
2365685943,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685936,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685935,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685933,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
2365685932,Animalia,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,Hyperiodrilus africanus,,SPECIES,"Hyperiodrilus africanus Beddard, 1891",Hyperiodrilus africanus,
2365685929,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685924,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685923,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685922,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
2365685919,Animalia,Annelida,Clitellata,,,Liodrilus,Liodrilus mendesi,,SPECIES,"Liodrilus mendesi Righi, 1994",Liodrilus mendesi,
2365685915,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus brasiliensis,,SPECIES,"Urobenus brasiliensis Benham, 1886",Urobenus brasiliensis,
2365685914,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685911,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus antonioi,,SPECIES,"Rhinodrilus antonioi Hernández-García & Sousa, 2020",Rhinodrilus antonionii,
2365685908,Animalia,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Hyperiodrilus,Hyperiodrilus africanus,,SPECIES,"Hyperiodrilus africanus Beddard, 1891",Hyperiodrilus africanus,
2365685903,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,,,GENUS,"Neanthes Kinberg, 1865",Neanthes,
2365685902,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685901,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra grubii,,SPECIES,"Sigambra grubii Müller, 1858",Sigambra grubii,
2365685899,Animalia,Annelida,Clitellata,,,,,,CLASS,Clitellata,Hirudinea,
2365685898,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,,GENUS,"Aglaophamus Kinberg, 1866",Aglaophamus,
2365685896,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685893,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685886,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685884,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685882,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685877,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
2365685876,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
2365685875,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Pontoscolex,,,GENUS,Pontoscolex,Pontoscolex Corethrurus,
